code,title,type,L,T,P,J,C,owner,program,nbr,slot,venue,fac_name,school,mode,seats
CSE205,Computer Architecture and Organization,TH,3,1,0,0,4,SCSE,BTECH,5457,F2+TF2,SJT513,,,CBL,60
CSE208,Theory of Computation,TH,3,1,0,0,4,SCSE,BTECH,4749,E2+TE2,SJT409,LAKSHMANAN K,SCSE,CBL,60
CSE209,CGI and Web Programming,ETH,3,0,0,0,3,SCSE,BTECH,5191,F2,SMV105,,,CBL,60
CSE220,Data Structures and Algorithms,ETH,3,1,0,0,4,SCSE,BTECH,5160,F2+TF2,SJT424,DON S,SCSE,PBL,65
CSE220,Data Structures and Algorithms,ELA,0,0,2,0,1,SCSE,BTECH,5175,L25+L26,SJT419,,,LBC,30
CSE220,Data Structures and Algorithms,ELA,0,0,2,0,1,SCSE,BTECH,5176,L25+L26,SJT419,,,LBC,30
CSE221,Microprocessor and Interfacing,ETH,3,0,0,0,3,SCSE,BTECH,4060,A1+TA1,SJT403,JIMMY MATHEW,SCSE,CBL,60
CSE221,Microprocessor and Interfacing,ETH,3,0,0,0,3,SCSE,BTECH,4061,A1+TA1,SJT404,,,CBL,60
CSE221,Microprocessor and Interfacing,ETH,3,0,0,0,3,SCSE,BTECH,4062,A1+TA1,SJT405,,,CBL,60
CSE221,Microprocessor and Interfacing,ETH,3,0,0,0,3,SCSE,BTECH,4063,A1+TA1,SJT502,NARAYANAMOORTHI M,SCSE,CBL,60
CSE221,Microprocessor and Interfacing,ETH,3,0,0,0,3,SCSE,BTECH,4064,A1+TA1,SJT504,,,CBL,60
CSE221,Microprocessor and Interfacing,ETH,3,0,0,0,3,SCSE,BTECH,4065,A1+TA1,SJT505,,,CBL,60
CSE221,Microprocessor and Interfacing,ETH,3,0,0,0,3,SCSE,BTECH,4066,A2+TA2,SJT403,NARESH K,SCSE,CBL,60
CSE221,Microprocessor and Interfacing,ETH,3,0,0,0,3,SCSE,BTECH,4067,A2+TA2,SJT404,INDUMATHY K,SCSE,CBL,60
CSE221,Microprocessor and Interfacing,ETH,3,0,0,0,3,SCSE,BTECH,4068,A2+TA2,SJT415,KRISHNAMOORTHY A,SCSE,CBL,60
CSE221,Microprocessor and Interfacing,ETH,3,0,0,0,3,SCSE,BTECH,4069,A2+TA2,SJT502,SENTHILKUMAR R,SCSE,CBL,60
CSE221,Microprocessor and Interfacing,ETH,3,0,0,0,3,SCSE,BTECH,4070,A2+TA2,SJT504,,,CBL,60
CSE221,Microprocessor and Interfacing,ETH,3,0,0,0,3,SCSE,BTECH,4071,A2+TA2,SJT505,,,CBL,60
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,4933,L23+L24,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,4934,L23+L24,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,4935,L25+L26,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,4936,L25+L26,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,4938,L29+L30,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,4939,L29+L30,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,4940,L33+L34,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,4941,L33+L34,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,4942,L39+L40,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,4943,L39+L40,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,4946,L43+L44,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,4947,L43+L44,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,5397,L51+L52,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,5399,L51+L52,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,5402,L53+L54,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,5403,L53+L54,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,5405,L35+L36,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,5407,L35+L36,SJT416,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,5412,L9+L10,SJT417,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,5413,L9+L10,SJT417,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,5466,L5+L6,SJT316,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,5467,L5+L6,SJT316,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,5470,L57+L58,SJT418,,,LBC,30
CSE221,Microprocessor and Interfacing,ELA,0,0,2,0,1,SCSE,BTECH,5471,L57+L58,SJT418,,,LBC,30
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4072,C1,SJT401,SENTHIL J,SCSE,PBL,60
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4073,C1,SJT402,SENDHIL KUMAR K.S,SCSE,PBL,60
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4074,C1,SJT405,GOPINATH M.P,SCSE,PBL,60
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4075,C1,SJT415,SELVAKUMAR K,SCSE,PBL,60
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4076,C1,SJT504,MANOOV R,SCSE,PBL,60
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4077,C1,SJT505,SIVANESAN S,SCSE,PBL,60
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4078,C2,SJT401,,,PBL,60
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4079,C2,SJT402,,,PBL,60
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4080,C2,SJT405,,,PBL,60
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4081,C2,SJT415,,,PBL,60
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4082,C2,SJT504,,,PBL,60
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4083,C2,SJT505,BHULAKSHMI BONTHU,SCSE,PBL,60
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4739,C1,SJT711,GERALDINE BESSIE AMALI D,SCSE,PBL,65
CSE222,Operating Systems,ETH,3,0,0,0,3,SCSE,BTECH,4741,C2,SMV111,,,PBL,65
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5004,L7+L8,SJT319,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5005,L7+L8,SJT319,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5006,L9+L10,SJT319,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5007,L9+L10,SJT319,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5012,L7+L8,SJT317,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5013,L7+L8,SJT317,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5014,L9+L10,SJT317,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5015,L9+L10,SJT317,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5016,L27+L28,SJT319,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5017,L27+L28,SJT319,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5018,L41+L42,SJT516,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5019,L41+L42,SJT516,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5020,L45+L46,SJT516,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5021,L45+L46,SJT516,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5022,L49+L50,SJT516,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5023,L49+L50,SJT516,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5024,L37+L38,SJT416,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5025,L37+L38,SJT416,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5026,L55+L56,SJT416,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5027,L55+L56,SJT416,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5028,L57+L58,SJT416,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5029,L57+L58,SJT416,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5479,L25+L26,SJT516,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5480,L25+L26,SJT516,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5489,L35+L36,SJT516,,,LBC,30
CSE222,Operating Systems,ELA,0,0,2,0,1,SCSE,BTECH,5490,L35+L36,SJT516,,,LBC,30
CSE223,Principles of Programming,TH,3,0,0,0,3,SCSE,BTECH,4155,B2+TB2,SJT402,VIJAYA KUMAR K,SCSE,CBL,65
CSE224,Computer Design and Architecture,TH,3,0,0,0,3,SCSE,BTECH,5247,A1+TA1,SJTG05,SANTHI V,SCSE,CBL,60
CSE301,Data Mining and Warehousing,TH,3,0,0,0,3,SCSE,BTECH,5190,B2+TB2,SJT504,RAMANATHAN L,SCSE,CBL,60
CSE319,Soft Computing,TH,3,0,0,0,3,SCSE,BTECH,4135,A1+TA1,SJT421,SATHYARAJ R,SCSE,CBL,65
CSE319,Soft Computing,TH,3,0,0,0,3,SCSE,BTECH,4136,A2+TA2,SJT421,UMADEVI K S,SCSE,CBL,65
CSE319,Soft Computing,TH,3,0,0,0,3,SCSE,BTECH,4139,A1+TA1,SJT424,LAVANYA K,SCSE,CBL,65
CSE319,Soft Computing,TH,3,0,0,0,3,SCSE,BTECH,4140,A2+TA2,SJT424,ANBARASI M,SCSE,CBL,65
CSE319,Soft Computing,TH,3,0,0,0,3,SCSE,BTECH,4141,A2+TA2,SJT422,,,CBL,65
CSE319,Soft Computing,TH,3,0,0,0,3,SCSE,BTECH,4142,A1+TA1,SJT501,KAUSER AHMED P,SCSE,CBL,65
CSE319,Soft Computing,TH,3,0,0,0,3,SCSE,BTECH,5159,F2,SJT711,AKILA VICTOR,SCSE,CBL,65
CSE323,Computer Networks,ETH,3,0,0,0,3,SCSE,BTECH,4750,G2+TG2,SJT712,MADHU VISWANATHAM V,SCSE,CBL,60
CSE323,Computer Networks,ELA,0,0,2,0,1,SCSE,BTECH,5173,L23+L24,SJT418,,,LBC,30
CSE323,Computer Networks,ELA,0,0,2,0,1,SCSE,BTECH,5174,L23+L24,SJT418,,,LBC,30
CSE324,Database Systems,ETH,3,0,0,0,3,SCSE,BTECH,5167,E1,SJT522,SIVAKUMAR P,SCSE,CBL,65
CSE324,Database Systems,ETH,3,0,0,0,3,SCSE,BTECH,5168,E2,SJT522,RAMANI S,SCSE,CBL,65
CSE324,Database Systems,ELA,0,0,2,0,1,SCSE,BTECH,5169,L7+L8,SJT316,,,LBC,30
CSE324,Database Systems,ELA,0,0,2,0,1,SCSE,BTECH,5170,L7+L8,SJT316,,,LBC,30
CSE324,Database Systems,ELA,0,0,2,0,1,SCSE,BTECH,5171,L51+L52,SJT317,,,LBC,30
CSE324,Database Systems,ELA,0,0,2,0,1,SCSE,BTECH,5172,L51+L52,SJT317,,,LBC,30
CSE325,Software Engineering,ETH,3,0,0,0,3,SCSE,BTECH,4016,D1,SJT401,MARGRET ANOUNCIA S,SCSE,CBL,65
CSE325,Software Engineering,ETH,3,0,0,0,3,SCSE,BTECH,4023,D1,SJT402,SENTHIL J,SCSE,PBL,65
CSE325,Software Engineering,ETH,3,0,0,0,3,SCSE,BTECH,4027,D1,SJT403,,,CBL,65
CSE325,Software Engineering,ETH,3,0,0,0,3,SCSE,BTECH,4127,D1,SJT404,,,CBL,65
CSE325,Software Engineering,ETH,3,0,0,0,3,SCSE,BTECH,4128,D1,SJT405,SATISH C.J,SCSE,CBL,65
CSE325,Software Engineering,ETH,3,0,0,0,3,SCSE,BTECH,4129,D1,SJT409,KUMAR K,SCSE,CBL,65
CSE325,Software Engineering,ETH,3,0,0,0,3,SCSE,BTECH,4130,D2,SJT402,,,CBL,65
CSE325,Software Engineering,ETH,3,0,0,0,3,SCSE,BTECH,4131,D2,SJT403,,,CBL,65
CSE325,Software Engineering,ETH,3,0,0,0,3,SCSE,BTECH,4132,D2,SJT404,,,CBL,65
CSE325,Software Engineering,ETH,3,0,0,0,3,SCSE,BTECH,4133,D2,SJT405,,,CBL,65
CSE325,Software Engineering,ETH,3,0,0,0,3,SCSE,BTECH,4134,D2,SJT409,,,CBL,65
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4948,L1+L2,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4949,L1+L2,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4950,L3+L4,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4951,L3+L4,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4952,L5+L6,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4954,L5+L6,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4956,L31+L32,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4957,L31+L32,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4958,L13+L14,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4959,L13+L14,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4960,L33+L34,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4962,L33+L34,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4964,L35+L36,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4967,L41+L42,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4969,L41+L42,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4973,L35+L36,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4975,L25+L26,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4976,L25+L26,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4977,L43+L44,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4978,L43+L44,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4979,L45+L46,SJT417,,,LBC,30
CSE325,Software Engineering,ELA,0,0,2,0,1,SCSE,BTECH,4980,L45+L46,SJT417,,,LBC,30
CSE326,Internet and Web Programming,ETH,3,0,0,0,3,SCSE,BTECH,4021,E1,SJT421,NAVEEN KUMAR N,SCSE,CBL,60
CSE326,Internet and Web Programming,ETH,3,0,0,0,3,SCSE,BTECH,4022,E1,SJT422,,,CBL,60
CSE326,Internet and Web Programming,ETH,3,0,0,0,3,SCSE,BTECH,4024,E1,SJT423,,,CBL,60
CSE326,Internet and Web Programming,ETH,3,0,0,0,3,SCSE,BTECH,4026,E1,SJT424,,,CBL,60
CSE326,Internet and Web Programming,ETH,3,0,0,0,3,SCSE,BTECH,4029,E1,SJT501,LYDIA JANE G,SCSE,CBL,60
CSE326,Internet and Web Programming,ETH,3,0,0,0,3,SCSE,BTECH,4031,E1,SJT502,,,CBL,60
CSE326,Internet and Web Programming,ETH,3,0,0,0,3,SCSE,BTECH,4034,E2,SJT421,SANTHI H,SCSE,CBL,60
CSE326,Internet and Web Programming,ETH,3,0,0,0,3,SCSE,BTECH,4035,E2,SJT422,,,CBL,60
CSE326,Internet and Web Programming,ETH,3,0,0,0,3,SCSE,BTECH,4036,E2,SJT423,,,CBL,60
CSE326,Internet and Web Programming,ETH,3,0,0,0,3,SCSE,BTECH,4037,E2,SJT424,,,CBL,60
CSE326,Internet and Web Programming,ETH,3,0,0,0,3,SCSE,BTECH,4038,E2,SJT501,PARVEEN SULTANA H,SCSE,CBL,60
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4981,L7+L8,SJT419,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4982,L7+L8,SJT419,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4983,L9+L10,SJT419,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4984,L9+L10,SJT419,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4985,L23+L24,SJT419,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4986,L23+L24,SJT419,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4988,L7+L8,SJT417,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4989,L7+L8,SJT417,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4992,L37+L38,SJT417,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4993,L37+L38,SJT417,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4994,L39+L40,SJT417,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4995,L39+L40,SJT417,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4996,L51+L52,SJT418,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4997,L51+L52,SJT418,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4998,L37+L38,SJT418,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,4999,L37+L38,SJT418,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,5000,L39+L40,SJT418,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,5001,L39+L40,SJT418,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,5002,L53+L54,SJT418,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,5003,L53+L54,SJT418,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,5414,L25+L26,SJT317,,,LBC,30
CSE326,Internet and Web Programming,ELA,0,0,2,0,1,SCSE,BTECH,5415,L25+L26,SJT317,,,LBC,30
CSE327,Image and Vision Computing,TH,3,0,0,0,3,SCSE,BTECH,4751,B2+TB2,SJT513,RAJKUMAR S,SCSE,CBL,60
CSE328,Software Project Management,TH,3,0,0,0,3,SCSE,BTECH,4745,A1+TA1,SMV126,SWARNALATHA P,SCSE,CBL,65
CSE329,Management Information Systems,TH,3,0,0,0,3,SCSE,BTECH,4045,C1,SJT421,GOPICHAND G,SCSE,CBL,60
CSE329,Management Information Systems,TH,3,0,0,0,3,SCSE,BTECH,4046,C1,SJT422,,,CBL,60
CSE329,Management Information Systems,TH,3,0,0,0,3,SCSE,BTECH,4047,C1,SJT424,,,CBL,60
CSE329,Management Information Systems,TH,3,0,0,0,3,SCSE,BTECH,4048,C1,SJT501,,,CBL,60
CSE329,Management Information Systems,TH,3,0,0,0,3,SCSE,BTECH,4049,C1,SJT502,,,CBL,60
CSE329,Management Information Systems,TH,3,0,0,0,3,SCSE,BTECH,4050,C1,SJT503,,,CBL,60
CSE329,Management Information Systems,TH,3,0,0,0,3,SCSE,BTECH,4051,C2,SJT421,GANESH GOPAL D,SCSE,CBL,60
CSE329,Management Information Systems,TH,3,0,0,0,3,SCSE,BTECH,4052,C2,SJT422,KAUSHIK S,SCSE,CBL,60
CSE329,Management Information Systems,TH,3,0,0,0,3,SCSE,BTECH,4053,C2,SJT423,,,CBL,60
CSE329,Management Information Systems,TH,3,0,0,0,3,SCSE,BTECH,4054,C2,SJT424,,,CBL,60
CSE329,Management Information Systems,TH,3,0,0,0,3,SCSE,BTECH,4055,C2,SJT502,,,CBL,60
CSE330,Agent Based Intelligent Systems,TH,3,0,0,0,3,SCSE,BTECH,4742,E1,SJT408,RISHIN HALDAR,SCSE,CBL,65
CSE403,Human Computer Interaction,TH,3,0,0,0,3,SCSE,BTECH,4748,D2,SMV235,VAIRAMUTHU S,SCSE,CBL,60
CSE404,Bio-informatics,TH,3,0,0,0,3,SCSE,BTECH,4147,G2+TG2,SJT421,KANNADASAN R,SCSE,CBL,65
CSE405,Parallel Algorithms,TH,3,0,0,0,3,SCSE,BTECH,5177,F2,SJT423,,,CBL,65
CSE406,Concurrent and Distributed Systems,TH,3,0,0,0,3,SCSE,BTECH,4148,B2+TB2,SJT424,,,CBL,65
CSE408,Data Warehousing and Data Mining,TH,3,0,0,0,3,SCSE,BTECH,4137,A2+TA2,SJT409,ILANGO P,SCSE,CBL,65
CSE408,Data Warehousing and Data Mining,TH,3,0,0,0,3,SCSE,BTECH,4138,A1+TA1,SJT409,GEETHA MARY A,SCSE,CBL,65
CSE408,Data Warehousing and Data Mining,TH,3,0,0,0,3,SCSE,BTECH,4143,A1+TA1,SJT513,VENKATESAN M,SCSE,CBL,65
CSE408,Data Warehousing and Data Mining,TH,3,0,0,0,3,SCSE,BTECH,4144,A2+TA2,SJT513,THENDRAL P,SCSE,CBL,65
CSE408,Data Warehousing and Data Mining,TH,3,0,0,0,3,SCSE,BTECH,4145,A1+TA1,SJT521,HARI SEETHA,SCSE,CBL,65
CSE408,Data Warehousing and Data Mining,TH,3,0,0,0,3,SCSE,BTECH,4146,A2+TA2,SJT503,MEENAKSHI S P,SCSE,CBL,65
CSE409,Modeling and Simulation,TH,3,0,0,0,3,SCSE,BTECH,5444,A1+TA1,SJT307,,,CBL,60
CSE418,Graphics and Multimedia,ETH,3,0,0,0,3,SCSE,BTECH,4752,E1,SJT824,,,CBL,60
CSE419,Mobile Computing,TH,3,0,0,0,3,SCSE,BTECH,4753,A2+TA2,SJT824,SASIKALA .R,SCSE,CBL,60
CSE420,Green Computing,TH,3,0,0,0,3,SCSE,BTECH,4149,G2+TG2,SJT422,,,CBL,65
CSE421,Information Retrieval,TH,3,0,0,0,3,SCSE,BTECH,4153,G2+TG2,SJT404,,,CBL,65
CSE422,Medical Image Processing,TH,3,0,0,0,3,SCSE,BTECH,4150,B2+TB2,SJT423,NAGARAJA RAO A,SCSE,CBL,65
CSE422,Medical Image Processing,TH,3,0,0,0,3,SCSE,BTECH,4154,A1+TA1,SJT811,,,CBL,65
CSE424,Adhoc Wireless Networks,TH,3,0,0,0,3,SCSE,BTECH,4151,G2+TG2,SJT423,ABDUL GAFFAR H,SCSE,CBL,65
CSE424,Adhoc Wireless Networks,TH,3,0,0,0,3,SCSE,BTECH,4152,G2+TG2,SJT424,KARTHIKEYAN T,SCSE,CBL,65
CSE499,Project Work,PJT,0,0,0,0,20,SCSE,BTECH,5311,NIL,NIL,PROGRAM MANAGER 03,SCSE,PBC,1000
CSE502,Advanced Software Engineering,TH,3,0,0,0,3,SCSE,MTECH,4097,E1,SJT521,SWATHI J.N,SCSE,RBL,65
CSE502,Advanced Software Engineering,TH,3,0,0,0,3,SCSE,MTECH,4098,E2,SJT521,MANJULA R,SCSE,RBL,65
CSE504,Advanced Computer Graphics,TH,3,0,0,0,3,SCSE,MTECH,4099,A1+TA1,SJT522,AJU D,SCSE,RBL,65
CSE504,Advanced Computer Graphics,TH,3,0,0,0,3,SCSE,MTECH,4100,A2+TA2,SJT522,NATARAJAN P,SCSE,RBL,65
CSE506,Web Services,ETH,3,0,0,0,3,SCSE,MTECH,4101,C1,SJT521,RA.K.SARAVANAGURU,SCSE,RBL,65
CSE506,Web Services,ETH,3,0,0,0,3,SCSE,MTECH,4102,C2,SJT521,BALASUBRAMANIAN V,SCSE,RBL,65
CSE506,Web Services,ELA,0,0,2,0,1,SCSE,MTECH,5291,L7+L8,SJT515,,,LBC,30
CSE506,Web Services,ELA,0,0,2,0,1,SCSE,MTECH,5294,L45+L46,SJT416,,,LBC,30
CSE506,Web Services,ELA,0,0,2,0,1,SCSE,MTECH,5483,L45+L46,SJT416,,,LBC,30
CSE506,Web Services,ELA,0,0,2,0,1,SCSE,MTECH,5484,L7+L8,SJT515,,,LBC,30
CSE510,Distributed Systems,TH,3,0,0,0,3,SCSE,MTECH,4103,D1,SJT522,SHAIK NASEERA,SCSE,RBL,65
CSE510,Distributed Systems,TH,3,0,0,0,3,SCSE,MTECH,4104,D2,SJT522,ARUNKUMAR T,SCSE,RBL,65
CSE511,Advanced Computer Networks,ETH,3,0,0,0,3,SCSE,MTECH,4105,F1,SJT522,JAISANKAR N,SCSE,RBL,65
CSE511,Advanced Computer Networks,ETH,3,0,0,0,3,SCSE,MTECH,4106,F2,SJT522,SRIMATHI C,SCSE,RBL,65
CSE511,Advanced Computer Networks,ELA,0,0,2,0,1,SCSE,MTECH,5092,L25+L26,SJT316,,,LBC,30
CSE511,Advanced Computer Networks,ELA,0,0,2,0,1,SCSE,MTECH,5093,L53+L54,SJT319,,,LBC,30
CSE511,Advanced Computer Networks,ELA,0,0,2,0,1,SCSE,MTECH,5487,L25+L26,SJT316,,,LBC,30
CSE511,Advanced Computer Networks,ELA,0,0,2,0,1,SCSE,MTECH,5488,L53+L54,SJT319,,,LBC,30
CSE514,Pervasive Computing,ETH,3,0,0,0,3,SCSE,MTECH,4107,B2+TB2,SJT521,RAJASEKHARA BABU M,SCSE,RBL,65
